Productname,price,Ratinf,Delivery,Savings
"HP Pavilion 15, Ryzen 5- 16GB RAM/512GB SSD 15.6-inch(39.6 cm) Laptop, FHD Anti-Glare Display/Radeon Graphics/Backlit KB/Alexa/250 nits/B&O Audio/Fingerprint Reader/Win 11/1.75 kg, 15-eh1108AU","62,990",4.5 out of 5 stars,,"₹62,990₹62,990 ₹77,327₹77,327  Save ₹14,337 (19%)"
"Lenovo V15 Intel Core i3 11th Gen 15.6"" FHD Thin and Light Laptop (4GB RAM/ 1TB HDD/ DOS/ Black/ 1.70 kg), 82KB00EUIN","34,990",,"Saturday, February 19","₹34,990₹34,990 ₹46,832₹46,832  Save ₹11,842 (25%)"
"Dell 14 (2021) i3-1115G4, 8GB, 256GB SSD, Win 11 + MS Office'21, Integrated Graphics, 14"" (35.56 cms) FHD Display, Dune Color, Backlit KB (Vostro 3401, D552217WIN9D)","42,490",4.3 out of 5 stars,"Tomorrow, February 15","₹42,490₹42,490 ₹58,392₹58,392  Save ₹15,902 (27%)"
"HP Pavilion 14, Intel 11th Gen Core i5 16GB RAM/512GB SSD 14-inch Laptop, FHD Micro-Edge Anti-Glare Display/Iris X Graphics/ Alexa/Backlit KB/B&O Audio/FPR /Win 11 Ready/1.41kg, 14-dv1002TU","67,900",4.3 out of 5 stars,"Tomorrow, February 15","₹67,900₹67,900 ₹79,444₹79,444  Save ₹11,544 (15%)"
"Redmi Book Pro Intel Core i5 11th Gen 15.6 inches Thin and Light Laptop (8GB/512 GB SSD/Windows 10 Home) (Charcoal Gray, 1.8 kg, with MS Office)","47,999",4.1 out of 5 stars,"Tomorrow, February 15","₹47,999₹47,999 ₹59,999₹59,999  Save ₹12,000 (20%)"
"Lenovo IdeaPad Gaming 3 Intel Core i5 10th Gen 39.62 cm (15.6-inch) FHD 120Hz IPS Gaming Laptop (8GB/1TB HDD +256GB SSD/Windows 10/NVIDIA GTX 1650 4GB GDDR6/Onyx Black/2.2Kg), 81Y4017TIN","62,990",4.2 out of 5 stars,"Tomorrow, February 15","₹62,990₹62,990 ₹86,690₹86,690  Save ₹23,700 (27%)"
"(Renewed) Lenovo IdeaPad 3 10th Gen Intel Core i5 15.6 FHD Thin and Light Laptop (8GB/512GB SDD/Windows 11/MS Office 2021/2Yr Warranty/Platinum Grey/1.85Kg), 81WE01MAIN","39,992",,"Saturday, February 19","₹39,992₹39,992 ₹54,990₹54,990  Save ₹14,998 (27%)"
"Dell New 15 Intel i3-1115G4 Laptop, 8GB, 256GB SSD, Win 10 + MS Office, Integrated Graphics, 15.6"" (39.24 Cms) FHD Display, Carbon Color (Inspiron 3511, D560581WIN9BE), 1.8kg","40,190",3.3 out of 5 stars,"Tomorrow, February 15","₹40,190₹40,190 ₹56,776₹56,776  Save ₹16,586 (29%)"
"Acer Aspire 5 A514-54 Thin and Light Laptop | 14"" Full HD IPS Display | 11th Gen Intel Core i5-1135G7 Processor | 8GB DDR4 |1TB HDD | WiFi 6| Win 11 Home | HD Webcam | Pure Silver | 1.45kg","46,990",4.1 out of 5 stars,"Tomorrow, February 15","₹46,990₹46,990 ₹66,999₹66,999  Save ₹20,009 (30%)"
"HP Victus AMD Ryzen 5 5600H 16.1 inches FHD Gaming Laptop (8GB RAM/512GB SSD/4GB Radeon RX5500M Graphics/Flicker Free Display/Windows 10 Home/MS Office/Mica Silver/2.48 Kg), 16-e0162AX, Black","59,990",4.4 out of 5 stars,"Tomorrow, February 15","₹59,990₹59,990 ₹73,682₹73,682  Save ₹13,692 (19%)"
"HP 15 Ryzen 3 3250U- 8GB RAM/256GB SSD Thin & Light 15.6 inch(39.6cm) FHD Laptop/Windows 11 Ready /Radeon Graphics/MS Office/1.69 kg), 15s-gy0501AU","39,490",4.2 out of 5 stars,"Tomorrow, February 15","₹39,490₹39,490 ₹46,055₹46,055  Save ₹6,565 (14%)"
HP Pavilion 14 AMD Ryzen 5 14 inches FHD IPS Micro-Edge Anti-Glare Display Laptop (8GB/512GB SSD/Backlit KB/Alexa/B&O Audio/Fast Charge/720p Camera/Windows 11 ready/3D Metal Design/1.41kg/14-ec0035AU),"56,750",4.1 out of 5 stars,"Saturday, February 19","₹56,750₹56,750 ₹63,999₹63,999  Save ₹7,249 (11%)"
"HP Pavilion x360 11th Gen Intel Core i5-16GB RAM/512GB SSD 14 inch(35.6 cm) FHD, IPS, Convertible Laptop (B&O/Win 11/FPR/Backlit Keyboard/Alexa-Built in/MS Office/Natural Silver/1.52 Kg) -14-dy1010TU","73,990",4.4 out of 5 stars,"Tomorrow, February 15","₹73,990₹73,990 ₹85,385.66₹85,385.66  Save ₹11,395.66 (13%)"
"(Renewed) Dell Latitude 14 inches HD Business Laptop (Intel Core i5 3rd Gen/4 GB RAM/320 GB/Webcam/Wifi/Bluetooth 4.0/USB 3.0/Windows 10 Pro/MS Office 19), 2.5kg","23,999",3.4 out of 5 stars,"Thursday, February 17","₹23,999₹23,999 ₹89,999₹89,999  Save ₹66,000 (73%)"
"HP 15s 11th Gen Intel Core i3-8GB RAM/512GB SSD 15.6 inch(39.6 cm) Laptop, HD, Micro-Edge Display/ Windows 11/ MS Office/Alexa/Jet Black/ 1.75kg) - 15s-du3563TU","44,990",3.8 out of 5 stars,"Saturday, February 19","₹44,990₹44,990 ₹49,990₹49,990  Save ₹5,000 (10%)"
"Dell New 15"" Gaming Laptop Intel Core i5-10200H,15.6” (39.62 cms) FHD 120Hz 250 Nits, 8Gb RAM, 512Gb SSD, NVIDIA GTX 1650 4GB Graphics, Win 10, Ascent Solid Color (G15 5510, D560475WIN9BE)","76,090",5.0 out of 5 stars,"Tomorrow, February 15","₹76,090₹76,090 ₹1,00,000₹1,00,000  Save ₹23,910 (24%)"
"Lenovo V15 Intel Core i5 11th Gen 15.6"" (39.62 cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 10/MS Office/Black/1.7 kg), 82KB00F0IN","54,990",4.2 out of 5 stars,"Saturday, February 19","₹54,990₹54,990 ₹67,592₹67,592  Save ₹12,602 (19%)"
"Dell New 15 PQC-N5030, 4GB, 256GB SSD, Win 11 + MS Office'21, Integrated Graphics, 15.6"" (39.62 cms) HD Display, Carbon Black (Inspiron 3510, D560717WIN9B)","34,050",4.4 out of 5 stars,"Saturday, February 19","₹34,050₹34,050 ₹42,990₹42,990  Save ₹8,940 (21%)"
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i5 15.6""(39.62cm) FHD IPS Thin & Light Laptop (8GB/512GB SSD/2GB Nvidia MX330/2Yr Warranty/Windows 11/Office 2021/300Nits/Platinum Grey/1.7Kg), 81WB01BPIN","53,950",5.0 out of 5 stars,"Tomorrow, February 15","₹53,950₹53,950 ₹69,890₹69,890  Save ₹15,940 (23%)"
"Dell Inspiron 5518 Intel Ci5-11300H 15.6 inches FHD AG 250nits Display Laptop (16GB / 512GB SSD / Integrated Graphics / Windows 10 + MSO / Backlit KB + FPR / Silver) D560479WIN9S, 1.63kg","72,990",4.6 out of 5 stars,"Saturday, February 19","₹72,990₹72,990 ₹85,990₹85,990  Save ₹13,000 (15%)"
"HP Victus AMD Ryzen 5 5600H 16.1 inches FHD Gaming Laptop (8GB RAM/512GB SSD/4GB Radeon RX5500M Graphics/Flicker Free Display/Windows 10 Home/MS Office/Mica Silver/2.48 Kg), 16-e0162AX, Black","59,990",4.4 out of 5 stars,"Tomorrow, February 15","₹59,990₹59,990 ₹73,682₹73,682  Save ₹13,692 (19%)"
"HP 15 (2021) AMD Ryzen 3-3250 8 GB RAM, 1TB HDD + 256GB SSD, 15.6 inches FHD Screen, Windows 10, MS Office Thin & Light Laptop, 1.82kg (15s-gr0012AU), Silver","41,990",4.3 out of 5 stars,"Tomorrow, February 15","₹41,990₹41,990 ₹44,466₹44,466  Save ₹2,476 (6%)"
"Dell 15 (2021) Ryzen 5-5600H Gaming Laptop, 8GB, 512GB SSD, Win 11 + MS Office'21, NVIDIA RTX 3050 (4GB GDDR6), 15.6"" (39.62 cms) FHD, Phantom Grey Color, Backlit KB (G15 5515, D560642WIN9W)","72,990",,"Tomorrow, February 15","₹72,990₹72,990 ₹95,027₹95,027  Save ₹22,037 (23%)"
HP 14s 11th Gen Intel Core i5 14 inch(35.6 cms) FHD Laptop (8GB RAM/512GB SSD/Iris Xe Graphics/ Win 11/ LTE/ MS Office/ 1.49kg/ Natural Silver) - 14s-ef1001TU,"60,990",,"Tomorrow, February 15","₹60,990₹60,990 ₹81,684₹81,684  Save ₹20,694 (25%)"
"HP 14s 11th Gen Intel Core i3- 8GB RAM/256GB SSD 14 inch(35.6cm) FHD,Micro-Edge,Anti-Glare,IPS Display/UHD Graphics/ Win 11/ MS Office/ Alexa Built-in/ 1.46kg/ Natural Silver - 14s-dy2506TU","42,490",4.2 out of 5 stars,"Tomorrow, February 15","₹42,490₹42,490 ₹55,562₹55,562  Save ₹13,072 (24%)"
"ASUS VivoBook 14 (2021), 14-inch (35.56 cms) FHD, Intel Core i3-1115G4 11th Gen, Thin and Light Laptop (8GB/256GB SSD/Integrated Graphics/Office 2021/Windows 11/Silver/1.6 Kg), X415EA-EB342WS","37,990",4.0 out of 5 stars,"Tomorrow, February 15","₹37,990₹37,990 ₹51,990₹51,990  Save ₹14,000 (27%)"
"ASUS VivoBook 14 Intel Core i3-10110U 10th Gen 14-inch FHD IPS Compact and Light Laptop (8GB RAM/1TB HDD/Windows 10/1 Yr. McAfee/Integrated UHD Graphics/Slate Grey/1.60 kg), X409FA-EB616T","35,900",4.1 out of 5 stars,"Saturday, February 19","₹35,900₹35,900 ₹45,990₹45,990  Save ₹10,090 (22%)"
"ASUS VivoBook 14 (2021), Intel Core i3-1005G1 10th Gen, 14-Inch (35.56 cms) FHD Thin and Light Laptop (8GB RAM/512GB SSD + 32GB Optane Memory/Office 2021/Windows 11/Silver/1.6 kg), X415JA-EB362WS","41,990",5.0 out of 5 stars,"Tomorrow, February 15","₹41,990₹41,990 ₹54,990₹54,990  Save ₹13,000 (24%)"
"Dell 15 (2021) i5-1135G7, 8GB, 1TB + 256Gb SSD, Win 11 + MS Office'21, Integrated Graphics, 15.6"" (39.62 cms) FHD Display, Carbon Black (Inspiron 3511, D560653WIN9B)","56,990",2.0 out of 5 stars,"Tomorrow, February 15","₹56,990₹56,990 ₹73,671₹73,671  Save ₹16,681 (23%)"
"ASUS VivoBook 15 (2021) Intel Core i3-10110U 10th Gen, 15.6""(39.62cms) FHD Thin and Light Laptop (8GB RAM/1TB HDD/Windows 10/Office 2019/Slate Grey/1.8 Kg), X515FA-EJ311TS","38,490",3.6 out of 5 stars,"Tomorrow, February 15","₹38,490₹38,490 ₹49,990₹49,990  Save ₹11,500 (23%)"
"Acer Aspire 5 A514-54 Thin and Light Laptop | 14"" Full HD IPS Display | 11th Gen Intel Core i5-1135G7 Processor | 8GB DDR4 |1TB HDD | WiFi 6| Win 11 Home | HD Webcam | Pure Silver | 1.45kg","46,990",4.1 out of 5 stars,"Tomorrow, February 15","₹46,990₹46,990 ₹66,999₹66,999  Save ₹20,009 (30%)"
"HP Chromebook 14 Intel Celeron N4020-4GB SDRAM/64GB eMMC + 256GB Expandable Storage 14inch(35.6 cm) Thin & Light Touchscreen Laptop (Chrome OS/B&O/Google Assistant/BL Keyboard/1.46 kg),14a-na0002TU","27,390",3.8 out of 5 stars,"Tomorrow, February 15","₹27,390₹27,390 ₹29,741.50₹29,741.50  Save ₹2,351.50 (8%)"
"HP Victus AMD Ryzen 5 5600H 16.1 inches FHD Gaming Laptop (8GB RAM/512GB SSD/4GB Radeon RX5500M Graphics/Flicker Free Display/Windows 10 Home/MS Office/Mica Silver/2.48 Kg), 16-e0162AX, Black","59,990",4.4 out of 5 stars,"Tomorrow, February 15","₹59,990₹59,990 ₹73,682₹73,682  Save ₹13,692 (19%)"
HP Pavilion 14 AMD Ryzen 5 14 inches FHD IPS Micro-Edge Anti-Glare Display Laptop (8GB/512GB SSD/Backlit KB/Alexa/B&O Audio/Fast Charge/720p Camera/Windows 11 ready/3D Metal Design/1.41kg/14-ec0035AU),"56,750",4.1 out of 5 stars,"Saturday, February 19","₹56,750₹56,750 ₹63,999₹63,999  Save ₹7,249 (11%)"
"Redmi Book Pro Intel Core i5 11th Gen 15.6 inches Thin and Light Laptop (8GB/512 GB SSD/Windows 10 Home) (Charcoal Gray, 1.8 kg, with MS Office)","47,999",4.1 out of 5 stars,"Tomorrow, February 15","₹47,999₹47,999 ₹59,999₹59,999  Save ₹12,000 (20%)"
"ASUS TUF Gaming F15 (2021), 15.6"" (39.62 cms) FHD 144Hz, Intel Core i7-11600H 11th Gen, 4GB RTX 3050 Graphics, Gaming Laptop (16GB/512GB SSD/Windows 10/Office 2019/Gray/2.3 Kg), FX566HCB-HN299TS","83,990",5.0 out of 5 stars,"Tomorrow, February 15","₹83,990₹83,990 ₹1,27,990₹1,27,990  Save ₹44,000 (34%)"
"Dell 15 (2021) i5-1135G7, 8GB, 512GB SSD, Win 11 + MS Office'21, Integrated Graphics, 15.6"" (39.62 cms) FHD Display, Platinum Silver Color, Backlit KB (Inspiron 3511, D560652WIN9S)","59,290",3.4 out of 5 stars,"Wednesday, February 16","₹59,290₹59,290 ₹76,143₹76,143  Save ₹16,853 (22%)"
"ASUS Pentium Silver - (8 GB/256 GB SSD/Windows 10 Home) E410MA-EK103TS Thin and Light Laptop (14 inch, Star Black, 1.30 kg, with MS Office)","31,990",,"Tomorrow, February 15","₹31,990₹31,990 ₹38,990₹38,990  Save ₹7,000 (18%)"
HP Pavilion 15 11th Gen Intel Core i5 15.6 inch(39.6 cm) FHD Laptop ( 8GB RAM/512GB SSD/ Windows 10/ MS Office 2019/ Natural Silver/ 1.75kg) - 15-eg0547TU,"63,999",,"Tomorrow, February 15","₹63,999₹63,999 ₹75,023₹75,023  Save ₹11,024 (15%)"
"HP Pavilion x360 11th Gen Intel Core i7-16GB RAM/512GB SSD 14-inch(35.6 cm) FHD, IPS, Convertible Laptop (B&O/Win 11/Backlit keyboard/FPR/ Alexa-Built in/MS Office/Natural Silver/1.52 Kg) -14-dy1013TU","86,990",4.6 out of 5 stars,"Tomorrow, February 15","₹86,990₹86,990 ₹1,00,353.70₹1,00,353.70  Save ₹13,363.70 (13%)"
"Dell 14 (2021) i5-1135G7 2in1 Touch Screen Laptop, 16Gb RAM, 512Gb SSD, 14” (35.56 cms) FHD Display, Win 10 + MSO, Backlit KB + FPR + Active Pen, Silver Metal Color (Inspiron 5410, D560477WIN9S)","78,287",4.3 out of 5 stars,"Saturday, February 19","₹78,287₹78,287 ₹89,990₹89,990  Save ₹11,703 (13%)"
"Lenovo IdeaPad 3 Intel Celeron N4020 14'' HD Thin & Light Laptop (4GB/256GB HDD/Windows 11/MS Office 2021/Platinum Grey/1.5Kg), 81WH007KIN","34,499",4.1 out of 5 stars,"Sunday, February 20","₹34,499₹34,499 ₹40,490₹40,490  Save ₹5,991 (15%)"
"Lenovo Ideapad 3 AMD Ryzen 5 5500U 15.6"" FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Backlit Keyboard/2Yr Warranty/Arctic Grey/1.65Kg), 82KU017KIN","49,990",4.2 out of 5 stars,"Tomorrow, February 15","₹49,990₹49,990 ₹68,990₹68,990  Save ₹19,000 (28%)"
"Acer Swift 3 SF314-511 Intel EVO Thin and Light Laptop | 14"" Full HD IPS | Intel Core i5-1135G7 Processor |8G| 512GB SSD| WiFi 6| Backlit Keyboard | Fingerprint Reader | Windows 11 | MS Office 2021","60,990",4.8 out of 5 stars,"Tomorrow, February 15","₹60,990₹60,990 ₹89,999₹89,999  Save ₹29,009 (32%)"
"ASUS TUF Dash F15 (2021), 15.6"" (39.62 cms) FHD 144Hz, Intel Core i5-11300H 11th Gen, RTX 3050 Ti 4GB Graphics, Gaming Laptop (8GB/512GB SSD/Office 2019/Windows 10/Eclipse Gray/2 kg), FX516PE-HN090TS","75,990",3.8 out of 5 stars,"Tomorrow, February 15","₹75,990₹75,990 ₹1,13,990₹1,13,990  Save ₹38,000 (33%)"
"HP 245 G8 AMD Ryzen 5 - 3500U 14 inch Laptop (8GB RAM/1TB HDD/Windows 10 /Radeon Vega 8 Graphics/NO ODD) 365R8PA (1.52kg, Dark ash Silver)","40,990",3.7 out of 5 stars,"Tomorrow, February 15","₹40,990₹40,990 ₹41,055₹41,055  "
"HP 15s gr0008au AMD Ryzen 3 3250U 15.6 inches Business Laptop (4GB/1TB HDD + 256GB SSD/Windows 10 Home/1920 x 1080 FHD/Radeon Graphics), Natural Silver, 1.74 kg","39,990",4.1 out of 5 stars,"Tomorrow, February 15","₹39,990₹39,990 ₹55,999₹55,999  Save ₹16,009 (29%)"
Dell New 2021 Inspiron 3511 NB || Intel Core i3-11th Gen || 16 GB Ram || 1TB HDD+256GB SSD || Windows 11 Home+Office 2021 || 32 GB Pendrive sandisk|| FHD Display|Black Color || 1 Yr Warranty,"49,343",4.0 out of 5 stars,"Tomorrow, February 15","₹49,343₹49,343 ₹55,351₹55,351  Save ₹6,008 (11%)"
"HP Pavilion Gaming 10th Gen Intel Core i5 15.6-inch (39.6 cms) FHD Gaming Laptop (8GB/256GB SSD + 1TB HDD/144Hz/GTX 1650Ti 4GB Graphics/Windows 10/MS Office/2.28 kg), 15-dk1514TX, Black","67,790",4.4 out of 5 stars,"Saturday, February 19","₹67,790₹67,790 ₹81,869₹81,869  Save ₹14,079 (17%)"
"Lenovo IdeaPad Slim 3 2021 11th Gen Intel Core i5 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/MS Office/Backlit Keyboard/2 Year Warranty/Arctic Grey/1.65Kg), 82H802ETIN","57,990",,"Saturday, February 19","₹57,990₹57,990 ₹84,190₹84,190  Save ₹26,200 (31%)"
"(Renewed) Lenovo Thinkpad L450 14 inch Laptop (Core I3 5th Gen/4GB/128 GB SSD/Windows 10 Pro/MS Office/Anti Glare Display/Webcam/Bluetooth/Wifi/Integrated Graphics), Black","21,990",3.2 out of 5 stars,"Wednesday, February 16","₹21,990₹21,990 ₹79,990₹79,990  Save ₹58,000 (72%)"
"HP Chromebook x360 AMD 3015CE-4GB SDRAM/64GB eMMC Storage 14-inch (35.56 cm) Thin & Light 2-in-1 Laptop (Chrome OS/Backlit Keyboard/ AMD Radeon Graphics/Google Assistant/1.49 kg), 14a-cb0005AU","30,990",4.0 out of 5 stars,"Tomorrow, February 15","₹30,990₹30,990 ₹36,358₹36,358  Save ₹5,368 (15%)"
"Acer Aspire 5 A514-54 Thin and Light Laptop | 14"" Full HD IPS Display | 11th Gen Intel Core i5-1135G7 Processor | 8GB DDR4 |1TB HDD | WiFi 6| Win 11 Home | HD Webcam | Pure Silver | 1.45kg","46,990",4.1 out of 5 stars,"Tomorrow, February 15","₹46,990₹46,990 ₹66,999₹66,999  Save ₹20,009 (30%)"
"HP 15 Ryzen 3 3250U- 8GB RAM/256GB SSD Thin & Light 15.6 inch(39.6cm) FHD Laptop/Windows 11 Ready /Radeon Graphics/MS Office/1.69 kg), 15s-gy0501AU","39,490",4.2 out of 5 stars,"Tomorrow, February 15","₹39,490₹39,490 ₹46,055₹46,055  Save ₹6,565 (14%)"
"HP Victus AMD Ryzen 5 5600H 16.1 inches FHD Gaming Laptop (8GB RAM/512GB SSD/4GB Radeon RX5500M Graphics/Flicker Free Display/Windows 10 Home/MS Office/Mica Silver/2.48 Kg), 16-e0162AX, Black","59,990",4.4 out of 5 stars,"Tomorrow, February 15","₹59,990₹59,990 ₹73,682₹73,682  Save ₹13,692 (19%)"
HP Pavilion 14 AMD Ryzen 5 14 inches FHD IPS Micro-Edge Anti-Glare Display Laptop (8GB/512GB SSD/Backlit KB/Alexa/B&O Audio/Fast Charge/720p Camera/Windows 11 ready/3D Metal Design/1.41kg/14-ec0035AU),"56,750",4.1 out of 5 stars,"Wednesday, February 16","₹56,750₹56,750 ₹63,999₹63,999  Save ₹7,249 (11%)"
"(Renewed) Lenovo Thinkpad L450 14 inch Laptop (Core I3 5th Gen/4GB/128 GB SSD/Windows 10 Pro/MS Office/Anti Glare Display/Webcam/Bluetooth/Wifi/Integrated Graphics), Black","21,990",3.2 out of 5 stars,"Wednesday, February 16","₹21,990₹21,990 ₹79,990₹79,990  Save ₹58,000 (72%)"
"(Renewed) Hp ProBook 640 G1 4TH Gen Core i5 Laptop, 8 GB RAM, 240GB SSD, Intel HD Graphics, 14 inch (36.83 cms) FHD Screen, Windows 11 (Upgraded), MS Office, Black","24,999",1.8 out of 5 stars,"Wednesday, February 16","₹24,999₹24,999 ₹49,999₹49,999  Save ₹25,000 (50%)"
"HP Spectre x360 11th Gen Intel Core i5 13.5-inch(34.2 cm) WUXGA Convertible Laptop (16GB RAM/512GB SSD/3:2 Aspect Ratio/400 Nits/Windows 10/MS Office/Poseidon Blue/1.34 Kg), 14-ea0538TU","1,18,099",4.3 out of 5 stars,"Tomorrow, February 15","₹1,18,099₹1,18,099 ₹1,46,194₹1,46,194  Save ₹28,095 (19%)"
"ASUS TUF Gaming F15 (2021) 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i7-11800H 11th Gen, RTX 3050 Ti 4GB Graphics, Gaming Laptop (16GB/1TB SSD/Windows 10/Gray/2.3 Kg), FX566HEB-HN248T","96,990",4.4 out of 5 stars,"Tomorrow, February 15","₹96,990₹96,990 ₹1,39,990₹1,39,990  Save ₹43,000 (31%)"
"Dell 15 (2021) AMD Ryzen 3-3250U Laptop, 8GB, 256GB SSD, Windows 10 + MS Office, Radeon Graphics, 15.6 inches FHD Display, Soft Mint Color (Inspiron 3505, D560618WIN9SE), 1.83kg","39,490",4.2 out of 5 stars,"Wednesday, February 16","₹39,490₹39,490 ₹52,282₹52,282  Save ₹12,792 (24%)"
(Renewed) Dell Intel Core i5 5th Gen 12.5 Inch(31.75 cms) 1366 X 768 Laptop (16GB RAM /1TB SSD/Windows 10 Pro/MS Office/Intel Graphics/ Black/1.5Kg) Latitude E7250,"35,999",,"Wednesday, February 16","₹35,999₹35,999 ₹1,40,000₹1,40,000  Save ₹1,04,001 (74%)"
"HP Pavilion 15 Ryzen 5- 16GB/512GB SSD 15.6-inch Laptop, FHD Micro-Edge AntiGlare Display/Backlit KB/Alexa/B&O Audio/Fingerprint Reader/720p Camera/Win 11 ready/3D Metal Design/1.75 kg, 15-eh1103AU","65,900",4.1 out of 5 stars,"Wednesday, February 16","₹65,900₹65,900 ₹69,990₹69,990  Save ₹4,090 (6%)"
"(Renewed) Dell Intel Core i5 6th Gen 12.5-Inch(31.75 cms) (1366 x 768) Laptop (8GB RAM/1TB HDD/Windows 10 Pro/MS Office/Intel Integrated HD Graphics/1.4Kg,Black) Latitude E5270","35,999",,"Wednesday, February 16","₹35,999₹35,999 ₹1,50,000₹1,50,000  Save ₹1,14,001 (76%)"
"Lenovo Ideapad 3 AMD Ryzen 5 5500U 15.6"" FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Backlit Keyboard/2Yr Warranty/Arctic Grey/1.65Kg), 82KU017KIN","49,990",4.2 out of 5 stars,"Tomorrow, February 15","₹49,990₹49,990 ₹68,990₹68,990  Save ₹19,000 (28%)"
"Acer Swift 3 SF314-511 Intel EVO Thin and Light Laptop | 14"" Full HD IPS | Intel Core i5-1135G7 Processor |8G| 512GB SSD| WiFi 6| Backlit Keyboard | Fingerprint Reader | Windows 11 | MS Office 2021","60,990",4.8 out of 5 stars,"Tomorrow, February 15","₹60,990₹60,990 ₹89,999₹89,999  Save ₹29,009 (32%)"
"ASUS TUF Gaming F15 (2021) 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i7-11800H 11th Gen, RTX 3050 4GB Graphics, Gaming Laptop (8GB/1TB SSD/Windows 10/Gray/2.3 Kg), FX566HCB-HN231T, Eclipse Gray","85,990",2.7 out of 5 stars,"Tomorrow, February 15","₹85,990₹85,990 ₹1,29,990₹1,29,990  Save ₹44,000 (34%)"
"ASUS VivoBook 14 (2021), Intel Core i5-1135G7 11th Gen, 14-inch (35.56 cms) FHD Thin and Light Laptop (8GB/1TB HDD + 256GB SSD/Office 2021/Windows 11/Iris Xe Graphics/Silver/1.6 Kg), X415EA-EK572WS","52,990",4.1 out of 5 stars,"Tomorrow, February 15","₹52,990₹52,990 ₹72,990₹72,990  Save ₹20,000 (27%)"
"HP Pavilion Aero, Ryzen 7-16GB RAM/1TB SSD 13.3-inch (33.8 cm) WUXGA Laptop, Ultra-Thin, 970 gm, 400 Nits Anti-Glare Display/B&O Audio/Fingerprint Reader/Backlit KB/Fast Charge/Win 11, 13-be0208au","85,919",3.6 out of 5 stars,"Tomorrow, February 15","₹85,919₹85,919 ₹1,03,808₹1,03,808  Save ₹17,889 (17%)"
"Dell 15 (2021) Ryzen 5-3450U, 8GB, 512GB SSD, Win 11 + MS Office'21, AMD Vega Graphics, 15.6"" (39.62 cms) FHD Display, Platinum Silver Color, Backlit KB (Inspiron 3515, D560704WIN9S)","49,959",,"Wednesday, February 16","₹49,959₹49,959 ₹60,576.73₹60,576.73  Save ₹10,617.73 (18%)"
HP Pavilion 14 AMD Ryzen 5 14 inches FHD Micro-Edge Anti-Glare Display Laptop (8GB RAM/512GB SSD/ Radeon Graphics/ Windows 11/ Alexa Built-in/MS Office/B&O Audio/ 1.41kg/ Natural Silver)- 14-ec0036AU,"55,990",4.0 out of 5 stars,"Tomorrow, February 15","₹55,990₹55,990 ₹66,779₹66,779  Save ₹10,789 (16%)"
"ASUS Intel Celeron Dual Core 15.6 inches Thin and Light Laptop (4 GB/1 TB HDD/Windows 10 Home) X515MA-BR004T Transparent Silver, 1.80 Kg",,3.4 out of 5 stars,,
"HP Pavilion 14, 11th Gen Intel Core i5 8GB RAM/512GB SSD 14 inch(35.6 cm) Laptop, FHD IPS Micro-Edge Display/Iris Xe Graphics/Backlit KB/B&O Audio/Alexa/Win 11/Thin & Light/1.41kg, 14-dv1000TU","60,900",4.1 out of 5 stars,"Tomorrow, February 15","₹60,900₹60,900 ₹74,839₹74,839  Save ₹13,939 (19%)"
"Lenovo IdeaPad Slim 3 10th Gen Intel Core i5 15.6"" (39.62cm) FHD IPS Thin & Light Laptop (8GB/512GB SSD/Windows 11/MS Office 2021/2 Yr Warranty/Platinum Grey/1.7Kg), 81WB01BJIN","55,490",3.1 out of 5 stars,"Sunday, February 20","₹55,490₹55,490 ₹71,836₹71,836  Save ₹16,346 (23%)"
"Acer Aspire 5 A514-54 Thin and Light Laptop | 14"" Full HD IPS Display | 11th Gen Intel Core i5-1135G7 Processor | 8GB DDR4 |1TB HDD | WiFi 6| Win 11 Home | HD Webcam | Pure Silver | 1.45kg","46,990",4.1 out of 5 stars,"Tomorrow, February 15","₹46,990₹46,990 ₹66,999₹66,999  Save ₹20,009 (30%)"
"HP 15 Ryzen 3 3250U- 8GB RAM/256GB SSD Thin & Light 15.6 inch(39.6cm) FHD Laptop/Windows 11 Ready /Radeon Graphics/MS Office/1.69 kg), 15s-gy0501AU","39,490",4.2 out of 5 stars,"Tomorrow, February 15","₹39,490₹39,490 ₹46,055₹46,055  Save ₹6,565 (14%)"
"HP Victus AMD Ryzen 5 5600H 16.1 inches FHD Gaming Laptop (8GB RAM/512GB SSD/4GB Radeon RX5500M Graphics/Flicker Free Display/Windows 10 Home/MS Office/Mica Silver/2.48 Kg), 16-e0162AX, Black","59,990",4.4 out of 5 stars,"Tomorrow, February 15","₹59,990₹59,990 ₹73,682₹73,682  Save ₹13,692 (19%)"
